page,time_in_video,mode,font_size,color,send_time,danmu_pool,user_hash,danmu_id,content
1,288.515,1,25,16777215,1758414997,0,ef084a29,1940484655983933696,_(:з」∠)_这键盘膜我还真的再用。哈哈哈，ESDF键都模糊了，因为我把上下左右改在这几个了。
1,331.181,5,25,16707842,1758375765,0,50ea50b5,1940155559802231552,学点保护网络信息知识有一点效果 但真要开 无解
1,249.294,5,25,16646914,1758374812,0,f70125cb,1940147566054849280,缓刑等于不用坐牢
1,209.471,1,25,16777215,1758371115,0,7bb9ebc,1940116547414706176,这种不好抓，抓到了一定要重罚
1,44.886,1,25,16707842,1758370694,0,fdd04853,1940113014007801088,几大巨头有放贷的，都会有开盒业务，放外包
1,126.58,1,25,16777215,1758369714,0,90d707e6,1940104796770185472,经典纸飞机
1,50.03,1,25,16777215,1758369622,0,943ab33d,1940104022417993984,恶人太多
1,2.128,1,25,15138834,1758369449,0,7315ec2b,1940102570459087360,纠正：是人肉！！
1,309.969,1,25,16777215,1758415109,0,ff6d2807,1940485593738263808,所以他们的公民信息是从哪里来的呢
1,156.905,1,25,16777215,1758377298,0,ab064c05,1940168420226651136,最nb的是他们还有媒体手段，网暴还能写通稿造谣，十多个媒体同时发假新闻
1,345.551,1,25,16777215,1758374028,0,b142da75,1940140981526002176,处罚力度还是太轻了
1,250.709,1,25,16777215,1758372902,0,ee8b875d,1940131538461537536,为什么要缓刑？
1,13.15,1,25,16777215,1758371855,0,aff6d5f3,1940122758407215616,经典纸飞机
1,322.74,1,25,16707842,1758371618,0,988a8abd,1940120767866274048,法律还是有不少进化空间
1,492.389,1,25,16777215,1758371447,0,e8f80df3,1940119337834960640,应该处罚监护人
1,255.209,1,25,16777215,1758369783,0,22347cda,1940105373730271744,罚的也太少了吧
1,250.874,1,25,16777215,1758369694,0,929f15c2,1940104628360999168,成本好低哦
1,263.144,1,25,16777215,1758499397,0,85644d7f,1941192659859893248,你觉得这种人在乎三代能不能考公？
1,157.795,1,25,16777215,1758424875,0,4e9ce2d2,1940567520038052608,这种违法犯罪且极度不尊重他人的行为，犯罪主体和参与其中的网民都应该受到严厉惩罚
1,38.937,1,25,16777215,1758419894,0,d3962c4d,1940525740315922176,上网要实名，然后就被盒了，那还不如不实名
1,62.531,1,25,16777215,1758409403,0,919aca9c,1940437735530115840,并不止多名，稍微红一点的都会被查
1,196.959,1,25,16777215,1758390433,0,873b9f9e,1940278597075934720,还惩罚呢，这软件是追踪不到本人信息的
1,31.361,1,25,16777215,1758384584,0,678eefbc,1940229532200405504,《用户条款：我们会严格保密你的个人信息》。。。
1,69.099,1,25,16777215,1758379322,0,2a46bcc9,1940185397435587584,男女都怕
1,132.76,5,25,16707842,1758376922,0,eae4b405,1940165266311499264,文化艺术教育宣传圈
1,70.8,5,25,16707842,1758376815,0,eae4b405,1940164367136463616,文化艺术宣传圈
1,0.992,1,25,16777215,1758375395,0,798f0cd6,1940152452486005248,也要严惩开盒的人啊，现在毒瘤直接挑衅：“要不你报警吧”
1,248.408,1,25,16777215,1758374799,0,4d5c4484,1940147450660978944,这跟没罚有什么区别
1,0.0,1,25,16777215,1758374137,0,5db8c54,1940141902317959680,豆瓣生活组
1,275.675,1,25,16777215,1758372137,0,7bebae06,1940125119943174656,不能给缓刑
1,230.824,1,25,16777215,1758371871,0,5938d2a7,1940122892860300032,电报上中文社区太离谱了，开盘小巫见大巫了属于是
1,190.974,1,25,16777215,1758371792,0,5938d2a7,1940122227165664000,俄罗斯的软件，而且电报私密性挺好的，不好禁
1,483.032,1,25,16777215,1758371112,0,e55aa6b,1940116520487908864,小孩子的教育要做好
1,1.82,1,25,16777215,1758370787,0,9346524b,1940113796689408256,这舞蹈是寄明月吧
1,407.362,1,25,16777215,1758370139,0,4a7d0f10,1940108360914013952,网络需要警力投入
1,35.47,1,25,16777215,1758370096,0,1f91ba03,1940107998400035328,软件实名都要上传
1,264.168,1,25,16777215,1758369969,0,742b75f3,1940106934355126528,太温柔了，作为经历者真的很无助，能抓到啊都算好的，我这边的bj都说很难找，绝望
1,381.046,1,25,16777215,1758369906,0,5f1cf79e,1940106409396560896,那些算非法获得，是要没收的，应该是这之后再处罚金
1,179.117,1,25,16777215,1758369760,0,8c3fde83,1940105178812286720,人性扭曲了
1,223.937,1,25,16777215,1758369689,0,2235d14b,1940104586392548608,电报群。。这确实不好管源头
1,353.365,1,25,16777215,1758369194,0,3f23994b,1940100436790966272,希望国家好好保护个人信息管理
1,231.153,1,25,16777215,1758438221,0,f7901f44,1940679472479560448,这个境外软件的个人信息又是从哪来的？
1,125.184,5,25,16707842,1758437548,0,bb72487b,1940673831408679168,又是这个软件
1,245.077,5,25,16777215,1758435510,0,c4d501ed,1940656736742787072,缓4？
1,29.614,1,25,16777215,1758430562,0,10bb6377,1940615223492944384,肯定上传过
1,15.305,5,25,16777215,1758430154,0,19296456,1940611803793040128,一到这种话题弹幕就开始刷怪
1,247.992,1,25,16777215,1758422934,0,43d79c87,1940551235141059840,缓刑一般可以用来钓鱼的
1,9.508,1,25,16777215,1758415293,0,e486cdca,1940487143491784960,校园暴力常用手段了。
1,410.771,1,25,16777215,1758414268,0,e1c56c5d,1940478546376323840,私下还跟踪到家，不断骚扰，这些对受害者的赔偿没有就赔礼道歉就可以了吗
1,349.091,1,25,16777215,1758409828,0,a80a048e,1940441296779055360,钱赔到哪了
1,358.591,1,25,16777215,1758387648,0,d8cfdd56,1940255242277428480,处罚那么轻，就怕不再犯吗
1,35.138,1,25,16777215,1758387313,0,2644edf0,1940252432101707520,这些都是内部泄露的！
1,80.371,1,25,16777215,1758383208,0,cb88cd1e,1940217989526436352,杭州搞互联网啊，网红主播多
1,247.273,1,25,16777215,1758383175,0,bbabdf7,1940217714212266240,意思是不用进去
1,306.806,1,25,16777215,1758378354,0,9e5381d9,1940177278319669504,所以判三缓四？
1,245.251,1,25,16777215,1758376685,0,67889233,1940163275921292032,主要开盒不直接对你造成伤害，而是让你担惊受怕。有人可能焦虑有人可能完全不当回事。不好明确界定伤害
1,195.48,1,25,16777215,1758375538,0,bba6996a,1940153654690977024,跟电诈一样难以惩治，最终获利者是谁都查不出来。
1,39.076,1,25,16777215,1758374649,0,2642db42,1940146191707164928,你上学上班儿银行办事儿，反正只要能用到你个人信息的地方总会有差错。
1,240.864,1,25,16777215,1758374618,0,5c3adf26,1940145937817279744,好，留案底
1,31.459,1,25,16777215,1758374448,0,775b6ffe,1940144508298117632,上网都要实名，主播拿工资更要实名上传
1,291.104,1,25,16777215,1758373537,0,2f9e9e22,1940136868398632448,这键盘有点意思
1,365.913,1,25,16777215,1758372667,0,6d8e2d9d,1940129570041071616,受害者有赔偿吗
1,346.504,1,25,16777215,1758372207,0,7bebae06,1940125713931836928,反正自从手机在产房外登记后，孩子初三了，各种骚扰电话没停过
1,258.191,1,25,16777215,1758372182,0,4a074e6,1940125503529306368,近三代考不了公了，挺严重的
1,144.968,1,25,16777215,1758371524,0,b69155d6,1940119984261590528,这些信息是咋收集的，跟软件和手机有关系吧
1,302.14,1,25,16777215,1758371460,0,e88466be,1940119441660601856,这点钱 够 查案成本么？
1,16.6,1,25,16777215,1758371184,0,9bbaed26,1940117129164992512,现在好多人动不动就开盒威胁……
1,393.342,1,25,16707842,1758370649,0,465b3540,1940112638810422528,这些群组都在国外的社交软件里，，怎么封
1,17.442,1,25,16777215,1758370111,0,c18aa404,1940108123750996992,telegram
1,406.239,1,25,16777215,1758369910,0,629010a9,1940106439880739584,要加强实名制的安全
1,190.791,1,25,16777215,1758369773,0,9253514d,1940105288082826496,所以惩罚是什么？
1,32.744,1,25,16777215,1758369688,0,742b75f3,1940104581644322304,那从哪里会泄漏啊好可怕
1,390.04,1,25,16777215,1758369671,0,fa216648,1940104440430795776,能不能封掉那些群组
1,368.852,1,25,16777215,1758369430,0,37b6b813,1940102413499858176,10万？？？我的天，他一个交易得上百万
1,12.135,1,25,16776960,1758369079,0,c2e1f526,1940099470642026752,绝绝子
1,0.0,1,25,16707842,1759119761,0,9a671846,1946396648645134592,@杨景媛
1,344.02,1,25,16777215,1758877366,0,8dd52b1d,1944363289518139392,少了
1,158.591,1,25,16777215,1758709340,0,76ed2407,1942953782711428352,好像是能说话的叫group 不能的叫频道
1,122.679,5,25,16776960,1758639942,0,8f83b6a6,1942371632584630272,经典纸飞机
1,4.798,1,25,15138834,1758628082,0,9172c3a0,1942272142947309312,@芦毛灰姑娘
1,159.637,1,25,16777215,1758623858,0,13951882,1942236709500549376,有频道 群组 和 机器人的
1,249.577,1,25,16777215,1758602215,0,6cfc0061,1942055157643162368,真的是代价太小才使得有人频频去犯法
1,55.451,1,25,16777215,1758531228,0,1a061117,1941459673446358528,没做什么也可能会被开盒，不要关注受害者有罪困
1,23.432,1,25,16777215,1758524305,0,5cd39508,1941401601286049024,这个声音处理不到位
1,365.048,1,25,16777215,1758513713,0,82d9d7af,1941312747321486336,不能同时要求违法者在其朋友圈公开道歉吗？这样他周围的人都知道他所犯的行为，对他的的影响远比在公开媒体道歉更来得深刻
1,481.582,1,25,16777215,1758507795,0,6054bd0b,1941263103388224256,经典不痛不痒
1,324.808,1,25,16777215,1758496154,0,160db15a,1941165454438133504,是进步叭 进化是什么形容词)
1,110.834,1,25,16777215,1758495503,0,bce6b913,1941159995072952576,所以网络主播都是租房子 地址暴露了就换地方
1,6.6,5,25,16777215,1758471764,0,142b0080,1940960857413090304,弹幕这么多神人刷屏
1,18.409,1,25,16777215,1758463901,0,4cac4d87,1940894896630019072,哈夫克脑机口音
1,245.077,5,25,16777215,1758435521,0,c4d501ed,1940656830283817472,3年。。
1,242.274,5,25,16777215,1758435468,0,c4d501ed,1940656380478253312,怎么还缓刑
1,242.274,5,25,16777215,1758435458,0,c4d501ed,1940656293857735936,怎么还缓刑，这种人得实刑！
1,481.871,1,25,16777215,1758431532,0,2e011527,1940623361969444352,网络开盒本身就是违法，因为对个人的损害结果难以确定，所以很多看着结果都很轻
1,234.507,1,25,16777215,1758430906,0,e56705cb,1940618109786926336,这种要打击得弄内鬼在群里收集犯罪证据
1,106.592,1,25,16777215,1758430700,0,e56705cb,1940616381792534272,让我想到之前网络安全专业的博士因为追星开别人盒就很难绷，现在人还是过太好了
1,3.65,1,25,16777215,1758429284,0,c2d1c646,1940604509563294208,监狱的椅子是能坐的，监狱的人生是不能跳过的
1,261.055,1,25,16777215,1758428210,0,8cf6b6db,1940595493780875008,被害人受到的影响都不止3年，怎么量刑的
1,367.454,1,25,16777215,1758425576,0,1ac803dd,1940573399160582912,处罚太轻了
1,37.741,1,25,16777215,1758422388,0,fa48876b,1940546657830283776,这段时间或者国庆会有他的黑料爆出来，这是公关手段，大家警惕！！他是人，也可以不完美，但是他是受害者！！（同胞可以往外发一下）
1,184.887,1,25,16777215,1758422382,0,af2d3ec2,1940546609587110912,好可怕
1,228.963,5,25,15138834,1758421623,0,74c6fb8e,1940540239588915456,原来源头真在频道里啊 哈哈哈哈
1,137.797,1,25,16777215,1758420836,0,a3fb0b68,1940533642217054208,必须严打，入刑至少5年起
1,477.508,1,25,16777215,1758420036,0,a11be0c6,1940526928570913024,现在不到16也能干很多事了，建议下调……
1,14.511,1,25,16777215,1758418845,0,2bb18f,1940516941462820864,对开盒人的处罚太轻，造成犯罪成本低廉
1,474.649,1,25,16777215,1758415667,0,1e092b9,1940490282542276096,？？？
1,261.703,1,25,16777215,1758415199,0,8c992560,1940486351052990464,不可能只有这么少人
1,76.776,1,25,6830715,1758414541,0,e1c56c5d,1940480832053850368,饭圈、医美圈。
1,377.576,1,25,16777215,1758414173,0,e1c56c5d,1940477747579117056,应该入刑吧，给别人造成的心理阴影生活不便就赔礼道歉算了吗
1,109.118,1,25,16777215,1758413554,0,e1c56c5d,1940472552925612800,我被一个网红、一个明星还有一个私生开盒。
1,451.686,1,25,16777215,1758401410,0,4d62336,1940370685494982144,网络诽谤还不构成犯罪？
1,495.05,1,25,16777215,1758401121,0,5c019e73,1940368254971621120,经典台词
1,19.782,1,25,16777215,1758400676,0,50dae950,1940364525337888000,我去，御坂妹妹（关注错误）
1,209.089,1,25,16777215,1758397575,0,c0ca9c27,1940338511257606400,供述！！
1,375.365,1,25,16777215,1758396667,0,1b307ba6,1940330898814325504,那刻意引导网爆和造谣的如何处理呢……
1,90.089,1,25,16777215,1758393201,0,3778ca44,1940301816055607552,点对点的也很要命啊啊啊啊啊
1,290.619,1,25,16777215,1758393173,0,3f97e4bf,1940301588715308800,买键盘膜还是应该买这种印刷键位的 我买的透明的 有时无光时都看不清键位
1,401.171,1,25,16777215,1758391843,0,d9d228bc,1940290431212634624,你人在国内就不要乱搞
1,257.888,1,25,16777215,1758390981,0,5db87966,1940283197481577216,笑死了
1,243.999,5,25,15138834,1758390282,0,39452b45,1940277335950133760,才三年，为什么不株连九族
1,10.157,1,25,16777215,1758389534,0,97679c75,1940271063007650560,小宁
1,445.207,1,25,16777215,1758387966,0,d8cfdd56,1940257905794800384,网暴伤害他人的代价太低了，搞得好像什么消遣似的
1,172.816,1,25,16777215,1758386160,0,38819e50,1940242757403113472,《声优》
1,484.292,1,25,16777215,1758385695,0,5750eed3,1940238856230041856,不是怎么又用这段素材
1,484.442,1,25,16777215,1758385643,0,5750eed3,1940238416390495488,不是这么又用这段素材
1,229.92,1,25,16777215,1758380615,0,f9e13e0,1940196239853854976,有些人还是不要太有分享欲了，地点标识都要打
1,32.979,1,25,16777215,1758380518,0,191b58d7,1940195424573264640,直播就要实名制，不可能没上传过。
1,180.75,1,25,16777215,1758379758,0,96431792,1940189049029881344,声优？
1,17.151,5,25,16707842,1758378543,0,e13de83a,1940178862910610688,666贝利亚真魂上身
1,250.175,1,25,16777215,1758378262,0,8cafb30b,1940176499512672768,那都不用坐一天牢啊，这犯罪成本太低了。
1,59.92,1,25,16707842,1758376656,0,eae4b405,1940163034329156864,文化艺术教育宣传圈
1,189.234,1,25,16777215,1758376337,0,299fc0a7,1940160350813045248,也就是常说的：把快乐建立在别人的痛苦和不安上
1,243.043,1,25,16777215,1758375704,0,9f9ee70a,1940155045966673920,3年。。
1,51.671,1,25,16777215,1758375278,0,50ea50b5,1940151471689873152,做了什么被开盒了 
1,137.598,1,25,16777215,1758375242,0,94cbe6a2,1940151171621295616,还好我不是网红明星
1,57.42,1,25,16777215,1758374835,0,eae4b405,1940147755075509760,人为财死鸟为食亡
1,30.053,1,25,16777215,1758374623,0,2642db42,1940145979249050112,你上学上班儿银行办事儿，反正只要能用到你个人所有的地方总会有差错。
1,291.808,1,25,16777215,1758374212,0,3c7337bc,1940142525692320256,法律还得修订，惩罚不够重
1,338.959,1,25,16777215,1758374010,0,b142da75,1940140835396408576,才10w
1,377.492,1,25,16707842,1758373757,0,ff195754,1940138714789967360,肯定没收违法所得啊
1,35.596,1,25,16777215,1758373721,0,e327face,1940138407834013440,实名制
1,245.841,1,25,16777215,1758373603,0,8987bee6,1940137418405873664,犯罪成本这么低 怪不得一点都不怕呢
1,74.71,1,25,16777215,1758373242,0,c8faccf,1940134394807287296,怎么感觉杭州事情还挺多
1,402.793,1,25,16777215,1758373083,0,333d7e93,1940133059660379648,受害者 有什么 赔偿呢？
1,251.783,1,25,16777215,1758372885,0,e4d8235d,1940131396064691712,缓行？？
1,23.576,1,25,16777215,1758372812,0,a38897d0,1940130787077314816,看外网了，抓起来吧
1,3.219,1,25,16777215,1758372797,0,516eb650,1940130660316817920,早该查了！
1,242.519,1,25,16777215,1758372445,0,983ec3f9,1940127707040185856,难绷
1,194.795,1,25,16777215,1758371987,0,4663a5a9,1940123866953945600,都周某了，人都没了
1,33.925,1,25,16777215,1758371863,0,c096855a,1940122825054975488,总有人惦记着这些个人信息的
1,11.3,5,25,16777215,1758371630,0,8eb59188,1940120865601981184,“盒”武器
1,23.715,1,25,16777215,1758371499,0,7194304c,1940119774269531904,是哪个软件呢？好难猜啊
1,201.66,1,25,16777215,1758371457,0,988a8abd,1940119417350689792,大部分是三观不正的人
1,176.798,1,25,16777215,1758371376,0,aace5550,1940118735650033664,电报？
1,22.542,1,25,16777215,1758371254,0,7627fcd7,1940117717533692160,欧克瑟口音
1,252.989,1,25,16777215,1758371156,0,1cccf5b2,1940116893973240064,那些电销一堆电话簿，什么家庭住址都有，问哪里来的，公司秘密，都不知道谁漏的
1,140.22,1,25,16777215,1758370964,0,8dec5c78,1940115285122299648,对，纸飞机，我经常用
1,251.227,1,25,16777215,1758370728,0,2ec003a5,1940113304077058816,罪刑不相当！
1,142.037,1,25,16777215,1758370482,0,d279609c,1940111235890635776,就是纸飞机
1,59.4,1,25,16707842,1758370161,0,eae4b405,1940108544599343104,人心诡诈
1,46.88,1,25,16707842,1758370116,0,eae4b405,1940108171490642944,骚扰电话
1,45.4,1,25,16707842,1758370108,0,eae4b405,1940108104633512960,骚扰拦截
1,22.74,1,25,16707842,1758370069,0,eae4b405,1940107771723406080,大事不妙
1,246.967,5,25,16777215,1758369860,0,9253514d,1940106023856188928,太轻了！
1,74.771,1,25,16777215,1758369732,0,58745b5b,1940104947832528128,电话号码实名制
1,135.753,1,25,16777215,1758369725,0,a5ba09ea,1940104889137646080,这是纸飞机吗？
1,16.28,1,25,16777215,1758369714,0,44c50740,1940104797819141376,蓝鸟是吧
1,15.099,1,25,16777215,1758369581,0,d7782f12,1940103684683865600,哦吼，外网，群组，好熟悉
1,31.988,1,25,16777215,1758369564,0,ce9b3fff,1940103541523892992,信息如何泄露的？
1,246.938,1,25,16777215,1758369479,0,b73fb1b0,1940102824038244096,这些信息为什么流出去
1,28.866,1,25,16777215,1758369331,0,fe21eec0,1940101586433303040,实名制
1,132.901,1,25,16777215,1758369194,0,fdccd441,1940100436867156480,经典tel
1,244.036,1,25,16777215,1759108926,0,71b21f48,1946305756676724736,为什么缓刑？
1,42.011,1,25,16707842,1759067456,0,fee0d00,1945957881933328128,皮下都是什么恶心的人想都能想到。心理扭曲吧，干这样子犯罪的事情。
1,94.873,1,25,16777215,1759054930,0,df0e60c0,1945852805810489088,点对点主要是影响范围没那么大
1,39.516,1,25,16777215,1759037870,0,d32b69d4,1945709698632833280,傅首尔
1,150.836,1,25,16777215,1759013221,0,89cd8acc,1945502923438059520,纸飞机
1,129.299,1,25,16777215,1759001048,0,645fdcac,1945400809559334912,网络平台网红不都被轻工业软热情搞坏了吗？
1,90.342,1,25,16777215,1759000940,0,645fdcac,1945399901223933696,臭蛋引苍蝇
1,70.929,1,25,16777215,1759000883,0,645fdcac,1945399424776445440,搞擦边低俗色情的就说成了正能量，所有网络自媒体平台不作为
1,64.358,1,25,16777215,1759000796,0,645fdcac,1945398696771060480,现在的网络环境真是乌烟瘴气，举报低俗擦边色情就成了内鬼群众里的坏人
1,47.038,1,25,16777215,1759000516,0,645fdcac,1945396346450706688,这些女的自己就不检点，背后一套在各种自媒体平台搞擦边色情赚外快巴不得有钱大哥多看一眼，还跟风网络低俗人语论，出事装可怜人博同情，我是一点都不同情现在这些女表
1,37.222,1,25,16777215,1758975271,0,e4b8d1bc,1945184580168822784,为什么一到这种新闻 弹幕就一群驽材太尖啊
1,254.679,1,25,16777215,1758967379,0,bae6dad7,1945118375580281856,hai棠zuo者比这多多了
1,189.757,1,25,16707842,1758964903,0,c503b8f4,1945097602584304640,干这行的是不以前高网贷搞催债的，在现实不怕被打？
1,65.896,1,25,16777215,1758916967,0,ca8c65ca,1944695486061640704,网红被开啊，那是她们活该
1,0.095,1,25,16777215,1758913514,0,7c7e6750,1944666523537238528,终于管了，这种真的恶心
1,327.261,1,25,16777215,1758899279,0,e6b993a5,1944547106165945600,好！
1,18.566,1,25,16777215,1758898960,0,e6b993a5,1944544434386129408,不违反网络安全法吗？
1,248.725,1,25,16777215,1758879508,0,72bf9084,1944381258838683904,好歹加个0啊…
1,348.708,1,25,16777215,1758841059,0,a2fe78d9,1944058722414899456,就这？它谋利都不止10w
1,253.1,1,25,16707842,1758800507,0,b122e9ef,1943718548161549056,直接枪毙不行吗？
1,8.309,1,25,16777215,1758786193,0,325e8b47,1943598473971086336,未成年人犯罪应该一视同仁
1,493.411,1,25,16777215,1758783049,0,bdd2f4c8,1943572102024418816,要我说应该重启少管所
1,37.485,1,25,16777215,1758771191,0,a7685290,1943472631068404992,不可能没上传过
1,479.311,1,25,16777215,1758712625,0,c7b89830,1942981343097116160,建议下调年龄
1,272.703,1,25,16777215,1758712411,0,c7b89830,1942979544570994176,应当按影响力的后果来定
1,244.568,1,25,16777215,1758708927,0,bb48bd18,1942950321144286720,犯罪成本太低了
1,252.61,1,25,16777215,1758707000,0,ac97541,1942934157068545792,缓刑？监狱没房间了？
1,5.877,5,25,15138834,1758700809,0,d7d69c5,1942882226861587456,51522
1,0.688,5,25,15138834,1758700789,0,d7d69c5,1942882056765997568,51522
1,339.568,1,25,16777215,1758689494,0,627f2c5c,1942787303353686528,才10万
1,71.7,1,25,16777215,1758675374,0,5507ed15,1942668860604312320,真的纯这群
1,228.871,1,25,16777215,1758635783,0,1a5ee43b,1942336748575078656,这种网站都公开招聘员警给他们做兼职呢，谁知道私底下有没有做间谍生意的
1,154.14,1,25,16777215,1758632416,0,2e7b62e8,1942308502638774528,互联网软件有原罪
1,74.82,1,25,16777215,1758632299,0,2e7b62e8,1942307520375014912,运营商、互联网平台是主要来源
1,37.8,1,25,16777215,1758632233,0,2e7b62e8,1942306963916753920,买手机号就要，必须补齐
1,0.39,1,25,16777215,1758617414,0,d699a112,1942182653017522944,那我个人信息这一块是怎么泄露的呢
1,249.448,1,25,16777215,1758604522,0,7c062d10,1942074509088110336,少了
1,261.78,1,25,16777215,1758603974,0,f2aef295,1942069911887332864,惩罚太轻了，这些人不会悔改
1,27.86,1,25,16707842,1758600292,0,5674a603,1942039025100304896,内鬼罢了
1,42.555,1,25,16777215,1758600131,0,30834f3c,1942037678955039744,有内鬼
1,10.664,1,25,16777215,1758599848,0,ba4d0176,1942035302865013760,煽动玩家网暴声优的算吗
1,479.04,1,25,16777215,1758598655,0,cbd32d3e,1942025291740659456,让我们制造一些幽默吧
1,50.32,1,25,16777215,1758587514,0,eb9ab788,1941931834770656512,那你觉得身份证上传很寻常，就没想过这么重要的信息会出现在一个陌生人那里？
1,31.731,1,25,16777215,1758581237,0,7ebae843,1941879184452274176,行业都不正经！你去干个公务员谁开你？
1,484.226,1,25,16777215,1758558841,0,b94b8067,1941691308247089664,幽默，这不就是自罚三杯？惩罚在哪呢？
1,459.466,1,25,16777215,1758558796,0,b94b8067,1941690931791610624,就算不担责也要追究监护人的责任啊
1,266.711,1,25,16777215,1758558457,0,b94b8067,1941688084521920512,三代考不了公哪里严重了？你家里三代有几个公务员？
1,253.291,1,25,16777215,1758557972,0,31c2cbb1,1941684017674136576,轻了
1,30.536,1,25,16777215,1758549798,0,345e9481,1941615454485686784,这时候，龟娘就有话说了，某个游戏群体太猖狂了
1,8.696,1,25,16777215,1758548082,0,ab3f96b8,1941601054542781440,紧跟时事
1,50.86,1,25,16777215,1758546884,0,e6680347,1941591006332268800,主播还用得着打码？
1,22.05,1,25,16777215,1758546356,0,7f9fe124,1941586581584495104,请收下我的膝盖
1,7.012,1,25,16777215,1758544036,0,b9efd5c0,1941567112305154304,绝对是寄明月
1,21.189,1,25,16777215,1758544032,0,e32e7e82,1941567084287444736,213
1,22.334,1,25,16777215,1758542089,0,c5537982,1941550783007448576,怒才：弹幕又刷怪了
1,249.859,5,25,15138834,1758541814,0,aa6ae910,1941548474756182784,太轻了，缓刑都不用进去
1,499.04,1,25,16777215,1758540593,0,76a96779,1941538237592539904,.+
1,5.368,1,25,16777215,1758535046,0,8313f9e1,1941491704951933440,寄明月
1,250.44,1,25,16777215,1758534058,0,a0ba9507,1941483417820748288,啊?
1,7.985,5,25,16707842,1758533214,0,44fac5dc,1941476336913327616,带节奏的死一死，贼喊捉贼的死一死
1,498.362,1,25,16777215,1758532173,0,108fdaf7,1941467599883976704,“你疑似有点完美主义”
1,63.619,1,25,16777215,1758531254,0,1a061117,1941459892162585856,没做什么也可能会被开盒，不要关注受害者的问题
1,0.0,1,25,16777215,1758529927,0,7006fb62,1941448761184658176,有些网络平台正是保护伞呢，什么叫保护性封禁啊
1,29.7,1,25,16777215,1758528140,0,6f8ba466,1941433767462300416,开盒，涉嫌刑事犯罪，侵犯公民个人信息罪，是一种非常严重的罪。
1,4.669,1,25,16777215,1758524063,0,ac9f2af5,1941399572106787328,"现在的开盒跟以前的人肉还是不太一样:以前的基本靠人工在网上收集个人信息再公开,搜集到的信息很有限;现在是一个庞大个人信息数据库泄露被黑产掌握,包含信息很全面,严重性比以前的高很多"
1,22.613,1,25,15138834,1758523331,0,9cf993cd,1941393431251318016,纸飞机？
1,205.527,1,25,16777215,1758517097,0,252c934d,1941341131703588608,前面说QQ的是在搞笑？
1,443.713,1,25,16777215,1758516955,0,57f39527,1941339943867915008,太严了又有人会叫了
1,16.106,1,25,16777215,1758515926,0,82e50fe,1941331309306089216,立案！调查！
1,250.72,1,25,16777215,1758515645,0,4a6b8342,1941328952635337472,这么短？这么少？
1,349.941,1,25,16777215,1758512912,0,dd5f2d1a,1941306030999182336,才10万么？它们赚的比犯法的都多
1,248.524,1,25,16777215,1758512263,0,1a44f7aa,1941300581230976512,轻
1,372.499,1,25,16777215,1758510446,0,490121af,1941285342502760960,这点惩罚也算慰藉？被害人可能受到几年甚至几十年的持续伤害啊
